name,last_season,country_of_birth,date_of_birth,position,foot,height_in_cm,contract_expiration_date,market_value_in_eur,highest_market_value_in_eur
Tim Müller,2023,Germany,2004-09-23 00:00:00,Defender,left,184.0,2026-06-30 00:00:00,150000.0,150000.0
Simon Walde,2023,Germany,2005-01-04 00:00:00,Defender,right,185.0,2026-06-30 00:00:00,500000.0,500000.0
Baptiste Boit,2021,France,2001-11-17 00:00:00,Defender,,187.0,2023-06-30 00:00:00,100000.0,100000.0
Guillaume Restes,2024,France,2005-03-11 00:00:00,Goalkeeper,left,188.0,2028-06-30 00:00:00,18000000.0,18000000.0
Zak Lovelace,2023,England,2006-01-23 00:00:00,Attack,right,182.0,,500000.0,500000.0
Natanaël Bouekou,2022,France,2002-05-10 00:00:00,Midfield,,,2024-06-30 00:00:00,100000.0,100000.0
Idjessi Metsoko,2022,France,2002-03-14 00:00:00,Attack,,,,275000.0,275000.0
Tim Köhler,2023,Germany,2005-05-02 00:00:00,Defender,right,191.0,2025-06-30 00:00:00,,
Emran Soglo,2024,France,2005-07-11 00:00:00,Defender,left,178.0,2025-06-30 00:00:00,1000000.0,1000000.0
Estanis Pedrola,2022,Spain,2003-08-24 00:00:00,Attack,right,185.0,2024-06-30 00:00:00,500000.0,500000.0
Mattéo Loubatières,2022,France,2003-09-15 00:00:00,Midfield,left,175.0,2026-06-30 00:00:00,150000.0,150000.0
Redouane Halhal,2022,France,2003-03-05 00:00:00,Defender,right,187.0,,100000.0,100000.0
Téo Allix,2023,France,2004-07-05 00:00:00,Defender,right,183.0,2025-06-30 00:00:00,100000.0,150000.0
Marius Ros,2021,France,2001-11-15 00:00:00,Defender,right,175.0,2024-06-30 00:00:00,100000.0,100000.0
Désiré Doué,2024,France,2005-06-03 00:00:00,Attack,both,181.0,2029-06-30 00:00:00,30000000.0,30000000.0
Muhammad Dahaba,2024,Germany,2005-03-07 00:00:00,Defender,right,194.0,,125000.0,125000.0
Luka Tunjic,2024,Germany,2005-11-19 00:00:00,Midfield,right,183.0,2028-06-30 00:00:00,,
Yanis Massolin,2022,France,2002-09-20 00:00:00,Midfield,left,197.0,2025-06-30 00:00:00,250000.0,250000.0
Isra Domínguez,2023,Spain,2003-05-07 00:00:00,Attack,,175.0,2025-06-30 00:00:00,150000.0,150000.0
Fabio Torsiello,2023,Germany,2005-02-02 00:00:00,Attack,right,177.0,2026-06-30 00:00:00,500000.0,500000.0
Derek Mazou-Sacko,2022,France,2004-10-06 00:00:00,Midfield,right,,,250000.0,250000.0
Tanguy Zoukrou,2022,France,2003-05-07 00:00:00,Defender,right,189.0,2024-06-30 00:00:00,1500000.0,1500000.0
Antoine Hainaut,2024,France,2002-02-18 00:00:00,Midfield,right,187.0,2026-06-30 00:00:00,350000.0,400000.0
Tom Pouilly,2024,France,2003-06-18 00:00:00,Midfield,right,180.0,2025-06-30 00:00:00,,
Anis Hadj Moussa,2024,France,2002-02-11 00:00:00,Attack,left,176.0,2029-06-30 00:00:00,2000000.0,2000000.0
Aymeric Ahmed,2021,France,2003-11-08 00:00:00,Midfield,right,175.0,2023-06-30 00:00:00,100000.0,250000.0
Gino Caoki,2023,France,2004-07-17 00:00:00,Midfield,right,,2025-06-30 00:00:00,50000.0,100000.0
Aurélien Pelon,2023,France,2004-05-06 00:00:00,Defender,right,186.0,2027-06-30 00:00:00,50000.0,50000.0
Cheick Doumbia,2023,France,2004-10-18 00:00:00,Defender,left,165.0,2027-06-30 00:00:00,50000.0,100000.0
Ibrahim Diakité,2024,France,2003-10-31 00:00:00,Defender,right,180.0,2028-06-30 00:00:00,800000.0,900000.0
André Luiz,2024,Brazil,2002-02-23 00:00:00,Attack,right,185.0,2028-06-30 00:00:00,600000.0,600000.0
True Grant,2023,England,2005-11-02 00:00:00,Goalkeeper,,,2025-05-31 00:00:00,500000.0,500000.0
Joseph Nduquidi,2023,France,2004-10-25 00:00:00,Midfield,,187.0,2026-06-30 00:00:00,800000.0,800000.0
Théo Borne,2023,France,2002-07-15 00:00:00,Goalkeeper,right,191.0,2025-06-30 00:00:00,50000.0,100000.0
Ryan Howley,2023,England,2003-11-23 00:00:00,Midfield,right,187.0,2025-05-31 00:00:00,100000.0,100000.0
Óscar Ureña,2022,Spain,2003-05-31 00:00:00,Attack,right,171.0,2025-06-30 00:00:00,400000.0,400000.0
Luc De Fougerolles,2023,England,2005-10-12 00:00:00,Defender,right,183.0,,300000.0,300000.0
Marko Mladenovic,2023,Germany,2005-01-30 00:00:00,Midfield,both,174.0,,500000.0,500000.0
Lewis Koumas,2023,England,2005-09-19 00:00:00,Attack,,,2025-05-31 00:00:00,1000000.0,1000000.0
Yakine Said M'Madi,2023,France,2004-03-11 00:00:00,Defender,right,184.0,2026-06-30 00:00:00,100000.0,150000.0
Archie Gray,2024,England,2006-03-12 00:00:00,Midfield,right,187.0,2030-06-30 00:00:00,18000000.0,18000000.0
Ishé Samuels-Smith,2023,England,2006-06-05 00:00:00,Defender,left,186.0,2029-06-30 00:00:00,500000.0,500000.0
Ben Parkinson,2023,England,2005-03-10 00:00:00,Attack,right,183.0,2024-06-30 00:00:00,250000.0,250000.0
Lewis Miley,2024,England,2006-05-01 00:00:00,Midfield,right,189.0,2029-06-30 00:00:00,22000000.0,22000000.0
Max Moerstedt,2024,Germany,2006-01-15 00:00:00,Attack,right,194.0,2027-06-30 00:00:00,1000000.0,1000000.0
Ylies Aradj,2024,France,2005-06-05 00:00:00,Defender,left,179.0,2026-06-30 00:00:00,50000.0,50000.0
Leny Yoro,2024,France,2005-11-13 00:00:00,Defender,right,190.0,2029-06-30 00:00:00,50000000.0,50000000.0
Nathan Zézé,2024,France,2005-06-18 00:00:00,Defender,left,190.0,2028-06-30 00:00:00,5000000.0,5000000.0
Alexis Kabamba,2023,France,2005-10-15 00:00:00,Attack,left,,2026-06-30 00:00:00,,
Steve Ngoura,2024,France,2005-02-22 00:00:00,Attack,right,193.0,2026-06-30 00:00:00,400000.0,400000.0
Christopher Negele,2024,Germany,2005-04-11 00:00:00,Attack,right,172.0,2025-06-30 00:00:00,,
Axel Camblan,2024,France,2003-08-30 00:00:00,Midfield,right,169.0,2027-06-30 00:00:00,500000.0,600000.0
Axel Guessand,2024,France,2004-11-06 00:00:00,Defender,left,192.0,2027-06-30 00:00:00,500000.0,500000.0
Omari Kellyman,2023,England,2005-09-15 00:00:00,Midfield,left,191.0,2030-06-30 00:00:00,1000000.0,1000000.0
Wendel,2022,Brazil,2001-04-01 00:00:00,Midfield,right,178.0,2024-06-30 00:00:00,100000.0,100000.0
Samuel Koeberlé,2023,France,2004-11-26 00:00:00,Midfield,left,178.0,,150000.0,250000.0
Chuki,2024,Spain,2004-04-29 00:00:00,Midfield,left,,2025-06-30 00:00:00,300000.0,300000.0
Johaneko Louis-Jean,2021,France,2004-06-28 00:00:00,Defender,right,175.0,2025-06-30 00:00:00,400000.0,400000.0
Adrián Niño,2023,Spain,2004-06-19 00:00:00,Attack,right,184.0,2027-06-30 00:00:00,500000.0,500000.0
Diego Piñeiro,2023,Spain,2004-02-13 00:00:00,Goalkeeper,,185.0,2025-06-30 00:00:00,50000.0,50000.0
Lucas Pires,2023,Brazil,2001-03-24 00:00:00,Defender,left,182.0,2028-06-30 00:00:00,2000000.0,2000000.0
Ken Izekor,2023,Germany,2007-05-24 00:00:00,Attack,left,177.0,2027-06-30 00:00:00,,
Francis Onyeka,2023,Germany,2007-04-29 00:00:00,Midfield,left,186.0,2027-06-30 00:00:00,,
Hugo Rölleke,2023,Germany,2005-05-06 00:00:00,Goalkeeper,,204.0,2025-06-30 00:00:00,,
Lennart Koerdt,2024,Germany,2005-01-07 00:00:00,Midfield,right,187.0,2027-06-30 00:00:00,,
Nando Almodóvar,2023,Spain,2003-11-03 00:00:00,Goalkeeper,,192.0,2026-06-30 00:00:00,50000.0,100000.0
Antonio Gomis,2023,Spain,2003-05-20 00:00:00,Goalkeeper,left,191.0,2025-06-30 00:00:00,150000.0,150000.0
Gabriel Tutu,2022,France,2004-01-29 00:00:00,Defender,,,,50000.0,50000.0
Diego Méndez,2023,Spain,2003-08-29 00:00:00,Midfield,right,182.0,2024-06-30 00:00:00,200000.0,200000.0
Martín Conde,2022,Spain,2003-03-25 00:00:00,Defender,,,2024-06-30 00:00:00,150000.0,150000.0
Amine Messoussa,2023,France,2004-10-12 00:00:00,Attack,right,180.0,,400000.0,400000.0
Maxim Dal,2024,Germany,2006-01-26 00:00:00,Defender,left,188.0,2027-06-30 00:00:00,,
Gonzalo García,2023,Spain,2004-03-24 00:00:00,Attack,,182.0,2027-06-30 00:00:00,1000000.0,1000000.0
Alberto Collado,2023,Spain,2005-04-16 00:00:00,Midfield,,,2027-06-30 00:00:00,,
Sergio Diez,2022,Spain,2003-07-28 00:00:00,Defender,right,178.0,2025-06-30 00:00:00,200000.0,200000.0
Salim El Jebari,2023,Spain,2004-02-05 00:00:00,Attack,right,178.0,2026-06-30 00:00:00,1000000.0,1000000.0
Luan,2023,Brazil,2003-01-01 00:00:00,Attack,right,165.0,2029-06-30 00:00:00,750000.0,750000.0
João Costa,2023,Brazil,2005-03-28 00:00:00,Attack,left,178.0,,1000000.0,1000000.0
Michael Golding,2024,England,2006-05-23 00:00:00,Midfield,right,180.0,2028-06-30 00:00:00,300000.0,300000.0
Tyrique George,2023,England,2006-02-04 00:00:00,Attack,,,2027-06-30 00:00:00,,
Thierno Barry,2024,France,2002-10-21 00:00:00,Attack,right,195.0,2029-06-30 00:00:00,4000000.0,4000000.0
Daniel Budesca,2023,Spain,2006-05-27 00:00:00,Defender,right,183.0,,,
Héctor Fort,2024,Spain,2006-08-02 00:00:00,Defender,right,185.0,2026-06-30 00:00:00,10000000.0,10000000.0
Pau Prim,2023,Spain,2006-02-22 00:00:00,Midfield,right,179.0,2025-06-30 00:00:00,500000.0,500000.0
Lamine Yamal,2024,Spain,2007-07-13 00:00:00,Attack,left,180.0,2026-06-30 00:00:00,120000000.0,120000000.0
Adam Aznou,2024,Spain,2006-06-02 00:00:00,Defender,left,178.0,2027-06-30 00:00:00,900000.0,900000.0
Marc Guiu,2024,Spain,2006-01-04 00:00:00,Attack,right,187.0,2029-06-30 00:00:00,7500000.0,7500000.0
Mikel Jauregizar,2024,Spain,2003-11-13 00:00:00,Midfield,right,177.0,2027-06-30 00:00:00,800000.0,800000.0
Jayden Danns,2023,England,2006-01-16 00:00:00,Attack,right,183.0,,1000000.0,1000000.0
Yoel Lago,2023,Spain,2004-03-25 00:00:00,Defender,,,2027-06-30 00:00:00,200000.0,200000.0
Álex Primo,2021,Spain,2004-07-10 00:00:00,Goalkeeper,right,187.0,2025-06-30 00:00:00,100000.0,100000.0
Max Kinsey,2023,England,2005-02-02 00:00:00,Defender,right,184.0,,150000.0,150000.0
Yago Cariello,2022,Brazil,1999-07-27 00:00:00,Attack,left,187.0,2024-06-30 00:00:00,500000.0,500000.0
Jean-Mattéo Bahoya,2024,France,2005-05-07 00:00:00,Attack,right,180.0,2029-06-30 00:00:00,7500000.0,7500000.0
Pau Ferrer,2023,Spain,2003-10-17 00:00:00,Attack,left,,2025-06-30 00:00:00,,
Mario Dominguez,2023,Spain,2004-02-10 00:00:00,Attack,,175.0,2025-06-30 00:00:00,200000.0,200000.0
Yellu Santiago,2024,Spain,2004-05-25 00:00:00,Midfield,right,192.0,2025-06-30 00:00:00,1000000.0,1000000.0
Martín Tejón,2023,Spain,2004-04-12 00:00:00,Midfield,right,165.0,2026-06-30 00:00:00,100000.0,100000.0
Karim Mohamed,2021,France,2001-04-02 00:00:00,Defender,right,178.0,,100000.0,100000.0
Vitor Roque,2024,Brazil,2005-02-28 00:00:00,Attack,right,174.0,2025-06-30 00:00:00,30000000.0,40000000.0
Joe Taylor,2023,England,2002-11-18 00:00:00,Attack,right,170.0,,350000.0,350000.0
Edvin Bongemba,2022,France,2004-01-14 00:00:00,Attack,right,187.0,,50000.0,50000.0
Simo Keddari,2022,Spain,2005-02-03 00:00:00,Defender,right,183.0,2026-06-30 00:00:00,600000.0,600000.0
Rayane Belaid,2023,Spain,2005-11-02 00:00:00,Attack,right,178.0,2027-06-30 00:00:00,,
Sebas Wade,2022,Spain,2003-04-09 00:00:00,Defender,left,190.0,,10000.0,25000.0
Dani Requena,2023,Spain,2004-02-12 00:00:00,Midfield,right,186.0,2026-06-30 00:00:00,400000.0,400000.0
Carlos Ballestero,2023,Spain,2004-04-24 00:00:00,Defender,both,178.0,2025-06-30 00:00:00,,
Adrián Salguero,2023,Spain,2003-05-20 00:00:00,Defender,right,183.0,2025-06-30 00:00:00,100000.0,100000.0
Iván Fresneda,2024,Spain,2004-09-28 00:00:00,Defender,right,183.0,2028-06-30 00:00:00,9000000.0,15000000.0
Kassoum Ouattara,2024,France,2004-10-14 00:00:00,Defender,left,176.0,2028-06-30 00:00:00,8000000.0,8000000.0
David López,2023,Spain,2003-02-03 00:00:00,Defender,,195.0,2025-06-30 00:00:00,100000.0,100000.0
Marcos Fernández,2023,Spain,2003-07-17 00:00:00,Defender,,,2026-06-30 00:00:00,50000.0,50000.0
Luis Montiel,2022,Spain,2004-01-19 00:00:00,Midfield,,,2023-06-30 00:00:00,25000.0,25000.0
Rubén Montero,2023,Spain,2005-08-28 00:00:00,Goalkeeper,,,2026-06-30 00:00:00,,
Diby Keita,2021,Spain,2003-07-08 00:00:00,Attack,left,181.0,2026-06-30 00:00:00,25000.0,25000.0
Mario Martín,2024,Spain,2004-03-05 00:00:00,Midfield,right,177.0,2025-06-30 00:00:00,300000.0,300000.0
Álvaro Rodríguez,2024,Spain,2004-07-14 00:00:00,Attack,left,193.0,2025-06-30 00:00:00,3500000.0,6000000.0
Jacobo Ramón,2023,Spain,2005-01-06 00:00:00,Defender,,188.0,2028-06-30 00:00:00,100000.0,100000.0
Nico Paz,2024,Spain,2004-09-08 00:00:00,Midfield,left,186.0,2028-06-30 00:00:00,10000000.0,10000000.0
Saël Kumbedi,2024,France,2005-03-26 00:00:00,Defender,right,175.0,2027-06-30 00:00:00,7000000.0,12000000.0
Adame Faïz,2023,France,2005-06-10 00:00:00,Midfield,right,176.0,2025-06-30 00:00:00,,
Adel Mahamoud,2023,France,2003-02-04 00:00:00,Attack,right,178.0,2026-06-30 00:00:00,100000.0,150000.0
Josh Stones,2022,England,2003-11-12 00:00:00,Attack,,,,75000.0,75000.0
Kauan,2023,Brazil,2002-01-13 00:00:00,Goalkeeper,right,195.0,2025-06-30 00:00:00,,
Bastien Meupiyou,2024,France,2006-03-19 00:00:00,Defender,left,191.0,2029-06-30 00:00:00,800000.0,1000000.0
Nhoa Sangui,2024,France,2006-02-27 00:00:00,Defender,left,178.0,2026-06-30 00:00:00,,
Arthur Tchaptchet,2023,France,2006-05-10 00:00:00,Defender,right,188.0,,50000.0,100000.0
Saïmon Bouabré,2023,France,2006-06-01 00:00:00,Midfield,right,174.0,2026-06-30 00:00:00,200000.0,300000.0
Eli Junior Kroupi,2023,France,2006-06-23 00:00:00,Attack,right,179.0,2026-06-30 00:00:00,15000000.0,15000000.0
Gaël Lafont,2024,France,2006-06-07 00:00:00,Midfield,left,175.0,2026-06-30 00:00:00,,
Fodé Sylla,2023,France,2006-04-16 00:00:00,Midfield,right,189.0,2025-06-30 00:00:00,200000.0,300000.0
Mohamed-Amine Bouchenna,2023,France,2006-06-15 00:00:00,Attack,right,179.0,2026-06-30 00:00:00,200000.0,200000.0
Rômulo,2024,Brazil,2002-02-08 00:00:00,Attack,right,193.0,2025-06-30 00:00:00,2200000.0,2200000.0
Robert Renan,2023,Brazil,2003-10-11 00:00:00,Defender,left,186.0,2024-12-31 00:00:00,9000000.0,9000000.0
André Dhominique,2023,Brazil,2003-10-07 00:00:00,Defender,right,178.0,2027-09-30 00:00:00,600000.0,800000.0
Rodrigo Mendoza,2022,Spain,2005-03-15 00:00:00,Midfield,right,182.0,2023-06-30 00:00:00,,
Ginés Sorroche,2023,Spain,2004-03-24 00:00:00,Midfield,,180.0,2026-06-30 00:00:00,300000.0,300000.0
Félix Garreta,2022,Spain,2004-04-21 00:00:00,Defender,left,183.0,2024-06-30 00:00:00,200000.0,200000.0
Curro Muñoz,2022,Spain,2003-01-07 00:00:00,Midfield,,,2023-06-30 00:00:00,50000.0,50000.0
Pau Cubarsí,2024,Spain,2007-01-22 00:00:00,Defender,right,184.0,2027-06-30 00:00:00,30000000.0,30000000.0
Kanfory Kaba,2021,France,2004-03-23 00:00:00,Defender,,,,,
Nicolas Staerck-Weille,2012,France,1993-02-13 00:00:00,Defender,,182.0,,,
Moi Parra,2022,Spain,2002-06-24 00:00:00,Attack,,,2023-06-30 00:00:00,25000.0,25000.0
Adam Abeddou,2023,France,1996-08-17 00:00:00,Midfield,,170.0,,50000.0,150000.0
Daniel Adu-Adjei,2023,England,2005-06-21 00:00:00,Attack,,,2025-05-31 00:00:00,,
Carles Garrido,2023,Spain,2004-10-04 00:00:00,Attack,both,183.0,2028-06-30 00:00:00,50000.0,50000.0
Kaique Pereira,2024,Brazil,2003-04-16 00:00:00,Goalkeeper,right,193.0,2025-06-30 00:00:00,400000.0,400000.0
Habraão,2024,Brazil,2001-06-26 00:00:00,Defender,right,184.0,2025-06-30 00:00:00,250000.0,250000.0
Zack Nelson,2023,England,2005-04-21 00:00:00,Midfield,,,,100000.0,100000.0
Tyrese Hall,2023,England,2005-09-04 00:00:00,Midfield,,,2029-06-30 00:00:00,,
Naïm Byar,2024,France,2005-02-23 00:00:00,Midfield,right,182.0,2028-06-30 00:00:00,250000.0,250000.0
Eliezer Mayenda,2023,Spain,2005-05-08 00:00:00,Attack,left,180.0,2028-06-30 00:00:00,700000.0,700000.0
Oliver Kamdem,2022,France,2002-10-15 00:00:00,Defender,right,,,100000.0,100000.0
Gabriel Gomes,2022,Brazil,1999-08-23 00:00:00,Defender,left,186.0,2025-06-30 00:00:00,400000.0,400000.0
Guerric Bernou,2021,France,2004-05-11 00:00:00,Goalkeeper,right,,,100000.0,100000.0
Rudy Orea,2021,France,2002-06-04 00:00:00,Midfield,,,,,
Yaël Mouanga,2021,France,2005-07-23 00:00:00,Defender,,,,,
Maxuel,2023,Brazil,2000-01-31 00:00:00,Attack,right,186.0,,125000.0,125000.0
Unai Hernández,2023,Spain,2004-12-14 00:00:00,Midfield,right,171.0,2025-06-30 00:00:00,800000.0,800000.0
Endrick,2024,Brazil,2006-07-21 00:00:00,Attack,left,173.0,2030-06-30 00:00:00,60000000.0,60000000.0
Xavi Pleguezuelo,2023,Spain,2003-01-14 00:00:00,Defender,left,178.0,2025-06-30 00:00:00,100000.0,100000.0
Kikín,2022,Spain,2003-01-20 00:00:00,Defender,,,2024-06-30 00:00:00,100000.0,100000.0
Anas Namri,2021,France,2001-11-12 00:00:00,Defender,right,168.0,2023-06-30 00:00:00,200000.0,200000.0
Bachir Diop,2021,France,2002-08-21 00:00:00,Midfield,,,,10000.0,100000.0
Eren Karaağaç,2024,France,2004-05-24 00:00:00,Defender,left,185.0,2025-06-30 00:00:00,50000.0,50000.0
Sergio Mestre,2023,Spain,2005-02-13 00:00:00,Goalkeeper,right,193.0,2026-06-30 00:00:00,50000.0,50000.0
Brenner,2023,Brazil,2002-01-02 00:00:00,Attack,right,171.0,2025-06-30 00:00:00,125000.0,125000.0
Thiago Cunha,2023,Brazil,2003-03-21 00:00:00,Attack,left,172.0,,100000.0,100000.0
Jack Grieves,2024,England,2004-12-05 00:00:00,Attack,right,,2025-06-30 00:00:00,,
Rafael Pontelo,2023,Brazil,2003-01-22 00:00:00,Defender,left,191.0,2025-06-30 00:00:00,700000.0,700000.0
Nuha Jatta,2023,Germany,2006-03-15 00:00:00,Midfield,,191.0,2027-06-30 00:00:00,,
Dalangunypole Gomis,2024,France,2004-06-28 00:00:00,Defender,left,191.0,2028-06-30 00:00:00,300000.0,300000.0
Aaron Malouda,2023,France,2005-11-30 00:00:00,Attack,right,183.0,2027-06-30 00:00:00,150000.0,150000.0
Arthur,2024,Brazil,2003-03-17 00:00:00,Defender,right,174.0,2028-06-30 00:00:00,5000000.0,5000000.0
Gustavo Marques,2023,Brazil,2001-10-09 00:00:00,Defender,right,189.0,2028-06-30 00:00:00,1400000.0,1400000.0
Rikelmi,2023,Brazil,2001-08-14 00:00:00,Attack,right,160.0,,250000.0,400000.0
Denivys,2024,Brazil,2001-05-01 00:00:00,Goalkeeper,left,193.0,2026-06-30 00:00:00,100000.0,200000.0
Igor Jesus,2024,Brazil,2003-03-07 00:00:00,Midfield,right,179.0,2028-06-30 00:00:00,3000000.0,3000000.0
Petterson,2024,Brazil,2004-01-04 00:00:00,Attack,right,181.0,2025-06-30 00:00:00,250000.0,250000.0
Paulo Vitor,2024,Brazil,2001-07-19 00:00:00,Defender,left,190.0,2027-06-30 00:00:00,1000000.0,1000000.0
Mathis Lambourde,2024,France,2006-01-09 00:00:00,Attack,left,179.0,2029-06-30 00:00:00,500000.0,500000.0
Amine Salama,2024,France,2000-07-18 00:00:00,Attack,right,192.0,2027-06-30 00:00:00,2000000.0,3000000.0
Axel Gueguin,2023,France,2005-03-24 00:00:00,Attack,left,172.0,,700000.0,800000.0
Lucas Mincarelli,2024,France,2004-01-05 00:00:00,Defender,left,179.0,2027-06-30 00:00:00,1000000.0,1000000.0
Lucas Flores,2023,Brazil,2002-07-04 00:00:00,Goalkeeper,right,196.0,,100000.0,100000.0
Reda Belahyane,2024,France,2004-06-01 00:00:00,Midfield,right,173.0,2028-06-30 00:00:00,500000.0,500000.0
Théo Trinker,2022,France,2001-06-20 00:00:00,Midfield,,167.0,,100000.0,100000.0
Kyliane Dong,2022,France,2004-09-27 00:00:00,Attack,,,2025-06-30 00:00:00,600000.0,600000.0
Jacob Wright,2023,England,2005-09-21 00:00:00,Midfield,right,178.0,2024-06-30 00:00:00,800000.0,800000.0
Neneca,2024,Brazil,2003-08-27 00:00:00,Goalkeeper,right,192.0,2025-06-30 00:00:00,50000.0,50000.0
Trévis Dago,2023,France,2005-01-21 00:00:00,Attack,right,185.0,2026-06-30 00:00:00,200000.0,200000.0
Siren Diao,2023,Spain,2005-01-21 00:00:00,Attack,left,189.0,2025-06-30 00:00:00,1500000.0,1500000.0
Igor Henrique,2023,Brazil,2004-02-27 00:00:00,Attack,left,172.0,2024-06-30 00:00:00,150000.0,150000.0
Kadir Can Gündogdu,2022,Germany,2003-08-31 00:00:00,Attack,right,175.0,,,
Harrison Murray-Campbell,2023,England,2006-08-04 00:00:00,Defender,,184.0,2026-06-30 00:00:00,250000.0,250000.0
Noah Raveyre,2023,France,2005-06-22 00:00:00,Goalkeeper,right,,2028-06-30 00:00:00,200000.0,300000.0
Ismaïl Bouneb,2024,France,2006-06-07 00:00:00,Midfield,right,182.0,2028-06-30 00:00:00,50000.0,50000.0
Daouda Traoré,2023,France,2006-07-22 00:00:00,Midfield,,186.0,2025-06-30 00:00:00,50000.0,100000.0
Mohamed Sylla,2023,France,2004-01-30 00:00:00,Defender,right,190.0,2026-06-30 00:00:00,,
Yoni Gomis,2024,France,2005-09-23 00:00:00,Defender,left,186.0,2029-06-30 00:00:00,50000.0,50000.0
Paul Argney,2024,France,2006-05-23 00:00:00,Goalkeeper,right,186.0,2027-06-30 00:00:00,150000.0,200000.0
Steven Baseya,2023,France,2005-01-14 00:00:00,Defender,right,190.0,2025-06-30 00:00:00,50000.0,50000.0
Anthony Khelifa,2022,France,2005-09-20 00:00:00,Defender,,,,150000.0,150000.0
Mehdi Puch-Herrantz,2022,France,2004-01-20 00:00:00,Midfield,,,2027-06-30 00:00:00,200000.0,200000.0
Ousmane Touré,2023,France,2005-02-18 00:00:00,Defender,left,187.0,2028-06-30 00:00:00,50000.0,100000.0
Samu Omorodion,2024,Spain,2004-05-05 00:00:00,Attack,right,193.0,2029-06-30 00:00:00,35000000.0,40000000.0
Daniel Mikolajewski,2024,Germany,2006-01-24 00:00:00,Attack,right,184.0,2027-06-30 00:00:00,500000.0,500000.0
Eric N'Jo,2022,France,2004-06-01 00:00:00,Defender,,187.0,2025-06-30 00:00:00,200000.0,400000.0
Luis Guilherme,2024,Brazil,2006-02-09 00:00:00,Attack,left,175.0,2029-06-30 00:00:00,24000000.0,24000000.0
Ifeanyi,2021,Brazil,2001-03-05 00:00:00,Midfield,right,181.0,,,
Gabriel Souza,2023,Brazil,2004-08-03 00:00:00,Goalkeeper,right,193.0,2025-06-30 00:00:00,200000.0,200000.0
Nolan Ferro,2024,France,2006-01-18 00:00:00,Midfield,right,183.0,,,
Oluwaseun Ogbemudia,2024,Germany,2006-07-18 00:00:00,Defender,right,185.0,,,
Kauan Kelvin,2023,Brazil,2005-01-21 00:00:00,Attack,right,186.0,2028-06-30 00:00:00,,
Zinho,2023,Brazil,2003-05-09 00:00:00,Attack,right,178.0,2028-06-30 00:00:00,400000.0,700000.0
Kauã Santos,2024,Brazil,2003-04-11 00:00:00,Goalkeeper,right,196.0,2028-06-30 00:00:00,1500000.0,1500000.0
Joselu Pérez,2023,Spain,2004-03-12 00:00:00,Attack,right,183.0,2025-06-30 00:00:00,100000.0,100000.0
